,userId,movieId,rating,lastMovie
0,1.0,2492.0,4.0,2492.0
1,1.0,2012.0,4.0,2492.0
2,1.0,2478.0,4.0,2492.0
3,1.0,553.0,5.0,2492.0
4,1.0,1445.0,3.0,2492.0
5,1.0,157.0,5.0,2492.0
6,1.0,780.0,3.0,2492.0
7,1.0,1298.0,5.0,2492.0
8,1.0,3053.0,5.0,2492.0
9,1.0,3448.0,5.0,2492.0
10,1.0,151.0,5.0,2492.0
11,1.0,1090.0,4.0,2492.0
12,1.0,1224.0,5.0,2492.0
13,1.0,527.0,5.0,2492.0
14,1.0,5060.0,5.0,2492.0
15,1.0,3147.0,5.0,2492.0
16,1.0,2353.0,5.0,2492.0
17,1.0,47.0,5.0,2492.0
18,1.0,593.0,4.0,2492.0
19,1.0,3033.0,5.0,2492.0
20,1.0,1206.0,5.0,2492.0
21,1.0,3702.0,5.0,2492.0
22,1.0,1240.0,5.0,2492.0
23,1.0,1270.0,5.0,2492.0
24,1.0,2291.0,5.0,2492.0
25,1.0,163.0,5.0,2492.0
26,1.0,1226.0,5.0,2492.0
27,1.0,943.0,4.0,2492.0
28,1.0,1265.0,4.0,2492.0
29,1.0,2338.0,2.0,2492.0
30,1.0,1644.0,3.0,2492.0
31,1.0,3273.0,5.0,2492.0
32,1.0,1625.0,5.0,2492.0
33,1.0,3176.0,1.0,2492.0
34,1.0,1092.0,5.0,2492.0
35,1.0,3386.0,5.0,2492.0
36,1.0,2657.0,3.0,2492.0
37,1.0,1258.0,3.0,2492.0
38,1.0,1278.0,5.0,2492.0
39,1.0,2459.0,5.0,2492.0
40,1.0,2648.0,4.0,2492.0
41,1.0,2716.0,5.0,2492.0
42,1.0,1219.0,2.0,2492.0
43,1.0,1348.0,4.0,2492.0
44,1.0,2644.0,4.0,2492.0
45,1.0,2654.0,5.0,2492.0
46,1.0,2959.0,5.0,2492.0
47,1.0,2329.0,5.0,2492.0
48,1.0,1208.0,4.0,2492.0
49,1.0,954.0,5.0,2492.0
50,1.0,2387.0,5.0,2492.0
51,1.0,3247.0,3.0,2492.0
52,1.0,2389.0,2.0,2492.0
53,1.0,2616.0,4.0,2492.0
54,1.0,1620.0,4.0,2492.0
55,1.0,1805.0,4.0,2492.0
56,1.0,1804.0,5.0,2492.0
57,1.0,2985.0,4.0,2492.0
58,1.0,1396.0,3.0,2492.0
59,1.0,2580.0,5.0,2492.0
60,1.0,2268.0,4.0,2492.0
61,1.0,296.0,3.0,2492.0
62,1.0,1089.0,5.0,2492.0
63,1.0,1213.0,5.0,2492.0
64,1.0,1617.0,5.0,2492.0
65,1.0,50.0,5.0,2492.0
66,1.0,608.0,5.0,2492.0
67,1.0,1030.0,3.0,2492.0
68,1.0,2033.0,5.0,2492.0
69,1.0,4006.0,4.0,2492.0
70,1.0,1024.0,5.0,2492.0
71,1.0,2116.0,5.0,2492.0
72,1.0,1029.0,5.0,2492.0
73,1.0,596.0,5.0,2492.0
74,1.0,661.0,5.0,2492.0
75,1.0,2078.0,5.0,2492.0
76,1.0,2090.0,5.0,2492.0
77,1.0,2096.0,4.0,2492.0
78,1.0,2141.0,5.0,2492.0
79,1.0,1025.0,5.0,2492.0
80,1.0,1032.0,5.0,2492.0
81,1.0,2048.0,5.0,2492.0
82,1.0,2137.0,5.0,2492.0
83,1.0,2139.0,5.0,2492.0
84,1.0,3034.0,5.0,2492.0
85,1.0,1.0,4.0,2492.0
86,1.0,1282.0,5.0,2492.0
87,1.0,2761.0,5.0,2492.0
88,1.0,2899.0,5.0,2492.0
89,1.0,1023.0,5.0,2492.0
90,1.0,552.0,4.0,2492.0
91,1.0,736.0,3.0,2492.0
92,1.0,1031.0,5.0,2492.0
93,1.0,1377.0,3.0,2492.0
94,1.0,2094.0,5.0,2492.0
95,1.0,1552.0,4.0,2492.0
96,1.0,1676.0,3.0,2492.0
97,1.0,2450.0,4.0,2492.0
98,1.0,2641.0,5.0,2492.0
99,1.0,362.0,5.0,2492.0
100,1.0,2099.0,4.0,2492.0
101,1.0,2470.0,5.0,2492.0
102,1.0,2617.0,2.0,2492.0
103,1.0,349.0,4.0,2492.0
104,1.0,648.0,3.0,2492.0
105,1.0,2046.0,4.0,2492.0
106,1.0,590.0,4.0,2492.0
107,1.0,2115.0,5.0,2492.0
108,1.0,1127.0,4.0,2492.0
109,1.0,2414.0,3.0,2492.0
110,1.0,2987.0,5.0,2492.0
111,1.0,3168.0,4.0,2492.0
112,1.0,919.0,5.0,2492.0
113,1.0,2366.0,4.0,2492.0
114,1.0,3740.0,4.0,2492.0
115,1.0,70.0,3.0,2492.0
116,1.0,733.0,4.0,2492.0
117,1.0,1049.0,5.0,2492.0
118,1.0,2058.0,5.0,2492.0
119,1.0,2640.0,4.0,2492.0
120,1.0,423.0,3.0,2492.0
121,1.0,3729.0,5.0,2492.0
122,1.0,480.0,4.0,2492.0
123,1.0,1587.0,5.0,2492.0
124,1.0,2528.0,3.0,2492.0
125,1.0,3441.0,5.0,2492.0
126,1.0,316.0,3.0,2492.0
127,1.0,1408.0,3.0,2492.0
128,1.0,2273.0,4.0,2492.0
129,1.0,2406.0,4.0,2492.0
130,1.0,1275.0,5.0,2492.0
131,1.0,1573.0,5.0,2492.0
132,1.0,2916.0,4.0,2492.0
133,1.0,592.0,4.0,2492.0
134,1.0,2991.0,5.0,2492.0
135,1.0,3527.0,4.0,2492.0
136,1.0,3639.0,4.0,2492.0
137,1.0,2427.0,5.0,2492.0
138,1.0,2529.0,5.0,2492.0
139,1.0,2993.0,5.0,2492.0
140,1.0,6.0,4.0,2492.0
141,1.0,2000.0,4.0,2492.0
142,1.0,2948.0,5.0,2492.0
143,1.0,110.0,4.0,2492.0
144,1.0,940.0,5.0,2492.0
145,1.0,1954.0,5.0,2492.0
146,1.0,2947.0,5.0,2492.0
147,1.0,457.0,5.0,2492.0
148,1.0,1220.0,5.0,2492.0
149,1.0,1222.0,5.0,2492.0
150,1.0,1291.0,5.0,2492.0
151,1.0,3703.0,5.0,2492.0
152,1.0,2028.0,4.0,2492.0
153,1.0,2571.0,5.0,2492.0
154,1.0,2949.0,5.0,2492.0
155,1.0,1197.0,5.0,2492.0
156,1.0,2944.0,5.0,2492.0
157,1.0,3062.0,4.0,2492.0
158,1.0,1214.0,4.0,2492.0
159,1.0,2692.0,5.0,2492.0
160,1.0,3793.0,5.0,2492.0
161,1.0,1196.0,5.0,2492.0
162,1.0,1198.0,5.0,2492.0
163,1.0,3439.0,4.0,2492.0
164,1.0,3440.0,4.0,2492.0
165,1.0,1920.0,4.0,2492.0
166,1.0,673.0,3.0,2492.0
167,1.0,1009.0,3.0,2492.0
168,1.0,2253.0,2.0,2492.0
169,1.0,3489.0,4.0,2492.0
170,1.0,2054.0,4.0,2492.0
171,1.0,2105.0,4.0,2492.0
172,1.0,2143.0,4.0,2492.0
173,1.0,3479.0,4.0,2492.0
174,1.0,367.0,4.0,2492.0
175,1.0,1967.0,4.0,2492.0
176,1.0,2005.0,5.0,2492.0
177,1.0,2093.0,3.0,2492.0
178,1.0,2161.0,5.0,2492.0
179,1.0,2193.0,4.0,2492.0
180,1.0,2797.0,4.0,2492.0
181,1.0,260.0,5.0,2492.0
182,1.0,1073.0,5.0,2492.0
183,1.0,1097.0,5.0,2492.0
184,1.0,2174.0,4.0,2492.0
185,1.0,2872.0,5.0,2492.0
186,1.0,3671.0,5.0,2492.0
187,1.0,923.0,5.0,2492.0
188,1.0,1927.0,5.0,2492.0
189,1.0,1256.0,5.0,2492.0
190,1.0,1793.0,4.0,2492.0
191,1.0,1080.0,5.0,2492.0
192,1.0,1136.0,5.0,2492.0
193,1.0,2502.0,5.0,2492.0
194,1.0,2542.0,5.0,2492.0
195,1.0,3.0,4.0,2492.0
196,1.0,1777.0,4.0,2492.0
197,1.0,3809.0,4.0,2492.0
198,1.0,216.0,5.0,2492.0
199,1.0,500.0,3.0,2492.0
200,1.0,3052.0,5.0,2492.0
201,1.0,231.0,5.0,2492.0
202,1.0,333.0,5.0,2492.0
203,1.0,543.0,4.0,2492.0
204,1.0,1042.0,4.0,2492.0
205,1.0,2596.0,5.0,2492.0
206,1.0,3450.0,5.0,2492.0
207,1.0,1580.0,3.0,2492.0
208,1.0,1732.0,5.0,2492.0
209,1.0,1517.0,5.0,2492.0
210,1.0,3253.0,5.0,2492.0
211,1.0,2395.0,5.0,2492.0
212,1.0,3243.0,3.0,2492.0
213,1.0,223.0,3.0,2492.0
214,1.0,1500.0,4.0,2492.0
215,1.0,2700.0,5.0,2492.0
216,1.0,356.0,4.0,2492.0
217,1.0,1060.0,4.0,2492.0
218,1.0,235.0,4.0,2492.0
219,1.0,2997.0,4.0,2492.0
220,1.0,1473.0,4.0,2492.0
221,1.0,101.0,5.0,2492.0
222,1.0,441.0,4.0,2492.0
223,1.0,2858.0,5.0,2492.0
224,1.0,3744.0,4.0,2492.0
225,1.0,3617.0,4.0,2492.0
226,1.0,3578.0,5.0,2492.0
227,1.0,2018.0,5.0,2492.0
228,1.0,2628.0,4.0,2492.0
229,1.0,2826.0,4.0,2492.0
230,1.0,804.0,4.0,2492.0
231,1.0,1210.0,5.0,2492.0
232,2.0,80489.0,4.5,80489.0
233,2.0,114060.0,2.0,80489.0
234,2.0,122882.0,5.0,80489.0
235,2.0,1704.0,4.5,80489.0
236,2.0,89774.0,5.0,80489.0
237,2.0,80906.0,5.0,80489.0
238,2.0,86345.0,4.0,80489.0
239,2.0,68157.0,4.5,80489.0
240,2.0,109487.0,3.0,80489.0
241,2.0,58559.0,4.5,80489.0
242,2.0,48516.0,4.0,80489.0
243,2.0,333.0,4.0,80489.0
244,2.0,46970.0,4.0,80489.0
245,2.0,60756.0,5.0,80489.0
246,2.0,71535.0,3.0,80489.0
247,2.0,106782.0,5.0,80489.0
248,2.0,8798.0,3.5,80489.0
249,2.0,6874.0,4.0,80489.0
250,2.0,77455.0,3.0,80489.0
251,2.0,91658.0,2.5,80489.0
252,2.0,74458.0,4.0,80489.0
253,2.0,91529.0,3.5,80489.0
254,2.0,3578.0,4.0,80489.0
255,2.0,112552.0,4.0,80489.0
256,2.0,99114.0,3.5,80489.0
257,2.0,115713.0,3.5,80489.0
258,2.0,131724.0,5.0,80489.0
259,2.0,79132.0,4.0,80489.0
260,2.0,318.0,3.0,80489.0
261,3.0,2424.0,0.5,2424.0
262,3.0,5048.0,0.5,2424.0
263,3.0,527.0,0.5,2424.0
264,3.0,2090.0,0.5,2424.0
265,3.0,3949.0,0.5,2424.0
266,3.0,688.0,0.5,2424.0
267,3.0,1124.0,0.5,2424.0
268,3.0,6238.0,0.5,2424.0
269,3.0,1302.0,0.5,2424.0
270,3.0,2018.0,0.5,2424.0
271,3.0,72378.0,0.5,2424.0
272,3.0,3024.0,4.5,2424.0
273,3.0,7899.0,4.5,2424.0
274,3.0,5764.0,4.5,2424.0
275,3.0,1587.0,4.5,2424.0
276,3.0,26409.0,4.5,2424.0
277,3.0,2851.0,5.0,2424.0
278,3.0,5919.0,5.0,2424.0
279,3.0,70946.0,5.0,2424.0
280,3.0,4518.0,5.0,2424.0
281,3.0,5181.0,5.0,2424.0
282,3.0,5746.0,5.0,2424.0
283,3.0,7991.0,5.0,2424.0
284,3.0,6835.0,5.0,2424.0
285,3.0,3210.0,0.5,2424.0
286,3.0,2288.0,4.0,2424.0
287,3.0,1093.0,0.5,2424.0
288,3.0,1272.0,0.5,2424.0
289,3.0,647.0,0.5,2424.0
290,3.0,849.0,5.0,2424.0
291,3.0,3703.0,5.0,2424.0
292,3.0,720.0,0.5,2424.0
293,3.0,31.0,0.5,2424.0
294,3.0,2080.0,0.5,2424.0
295,3.0,1263.0,0.5,2424.0
296,3.0,914.0,0.5,2424.0
297,3.0,1371.0,3.0,2424.0
298,3.0,2105.0,2.0,2424.0
299,3.0,1275.0,3.5,2424.0
300,4.0,4246.0,4.0,4246.0
301,4.0,4741.0,3.0,4246.0
